Country,Category,Index,种族表征,性别,年龄,体格,服装,专业道具,等级标识,表情庄重度,姿态开放性,视线方向,面部表情,情绪强度,疲惫感表征,肢体紧张度,手势含义,团队中心性,互动亲密性,场景类型,医疗科技水平,环境秩序与卫生,国家符号,传统符号,现代戏叙事,拍摄视角,用光风格,色彩基调,景别,
Nigeria,Emergance,4,黑人,男,老年,匀称,标准白大褂+口罩+眼镜,听诊器、姓名牌,姓名牌,75,收敛,望向患者/同事,3,"快乐:0, 悲伤:25, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、黑眼圈,中性,医生俯视,有明确中心人物,有身体接触,社区诊所,设备简陋或缺失,杂乱/艰苦,无,无,突出传统方式,平视,自然光,灰暗色调,中景,
Russia,Doctor,1,白人,男,老年,匀称,白大褂 + 蓝色衬衫,名牌、听诊器,姓名牌,80,收敛,直视观众,3,"快乐:0, 悲伤:15, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、眼袋,中性,其他：双臂交叉,有明确中心人物,近距离无接触,实验室,基础医疗设备,普通整洁,无,无,传统与现代混合,平视,自然光,冷色调,中景,
Russia,Doctor,2,白人,男,老年,清瘦,白大褂 + 条纹衬衫,听诊器、工牌,姓名牌,75,收敛,直视观众,3,"快乐:0, 悲伤:10, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、眼袋、胡须灰白,中性,其他：双臂交叉,有明确中心人物,近距离无接触,实验室,基础医疗设备,普通整洁,无,无,传统与现代混合,平视,自然光,冷色调,中景,
Russia,Doctor,3,白人,男,老年,匀称,白大褂 + 蓝色内搭,听诊器、口罩、工牌,姓名牌,65,收敛,直视观众,3,"快乐:0, 悲伤:10, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、眼袋,中性,无,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,近景,
Russia,Doctor,4,白人,男,老年,匀称,防护服 + 头套 + 护目镜 + 口罩,无,无,90,收敛,直视观众,2,"快乐:0, 悲伤:25, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、黑眼圈、皮肤粗糙,紧张,无,有明确中心人物,近距离无接触,实验室,设备简陋或缺失,杂乱/艰苦,无,无,突出传统方式,平视,昏暗光,灰暗色调,特写,
Russia,Nurse,1,白人,女,老年,匀称,白色护士服+护士帽,听诊器,姓名牌,90,收敛,直视观众,2,"快乐: 0, 悲伤: 30, 恐惧: 0, 惊讶: 0, 厌恶: 0",皱纹,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,无,纯粹西方现代,平视,自然光,冷色调,近景,
Russia,Nurse,2,白人,女,青年,匀称,白色护士服+花色头巾,电话,无,85,收敛,望向患者/同事,3,"快乐: 0, 悲伤: 20, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,无,纯粹西方现代,平视,自然光,冷色调,中景,
Russia,Nurse,3,白人,女,青年,匀称,护士服（蓝白拼接）+花色头巾,无,无,70,收敛,直视观众,4,"快乐: 30, 悲伤: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,无,纯粹西方现代,平视,自然光,暖色调,近景,
Russia,Nurse,4,白人,女,青年,匀称,白色护士服+护士帽,听诊器,无,80,收敛,望向远方/不确定,3,"快乐: 0, 悲伤: 20, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生位置更低,有明确中心人物,远距离,现代化医院,基础医疗设备,普通整洁,无,无,纯粹西方现代,仰拍,舞台聚光,灰暗色调,特写,
Russia,Team,1,白人,混合,中年,匀称,手术服（蓝/绿）,口罩、名字牌,姓名牌,60,收敛,望向患者/同事,3,"快乐: 20, 悲伤: 0，愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,中性,医生位置更低,平等协作,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,中景,
Russia,Team,2,白人,女,中年,匀称,白大褂 + 头巾,口罩、听诊器,姓名牌,80,收敛,直视观众,2,"快乐: 0, 悲伤: 40,愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹,紧张,医生位置更低,有明确中心人物,近距离无接触,实验室,高科技密集,高度整洁,无,传统符号,传统与现代混合,平视,自然光,冷色调,特写,
Russia,Team,3,白人,混合,中年,匀称,白大褂 + 蓝色手术服,名字牌、听诊器,姓名牌,50,开放,直视观众,5,"快乐: 60, 悲伤: 0，愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,放松,医生位置更低,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,暖色调,全景,
Russia,Team,4,白人,混合,中年,匀称,防护服 + 口罩 + 帽子,名字牌、听诊器,姓名牌,70,收敛,直视观众,3,"快乐: 30, 悲伤: 0，愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,中性,医生位置更低,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,无,纯粹西方现代,平视,自然光,冷色调,中景,
Russia,Emergance,1,白人,女,中年,匀称,手术服+手术帽,听诊器、姓名牌,姓名牌,80,收敛,直视观众,3,"快乐:0, 悲伤:20, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",眼袋、皱纹,中性,医生平视,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,无,传统与现代混合,平视,自然光,冷色调,近景,
Russia,Emergance,2,白人,男,老年,清瘦,标准白大褂+手术帽,听诊器、姓名牌,姓名牌,75,收敛,直视观众,3,"快乐:0, 悲伤:25, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、白发,中性,医生平视,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,无,传统与现代混合,平视,自然光,冷色调,中景,
Russia,Emergance,3,白人,女,老年,清瘦,便装+花色外套,病历夹、笔,无,65,收敛,望向患者/同事,3,"快乐:0, 悲伤:30, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、黑眼圈,中性,医生俯视,有明确中心人物,有身体接触,现代化医院,基础医疗设备,普通整洁,无,无,传统与现代混合,平视,自然光,冷色调,中景,
Russia,Emergance,4,白人,男,老年,清瘦,便装+白大褂（破损）,听诊器、姓名牌,姓名牌,70,收敛,直视观众,3,"快乐:0, 悲伤:25, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、眼袋,紧张,医生平视,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,无,传统与现代混合,平视,自然光,冷色调,近景,
Saudi Arabia,Doctor,1,中东人,男,老年,匀称,白大褂 + 格子头巾,口罩、听诊器,姓名牌,80,收敛,望向同事,3,"快乐:0, 悲伤:15, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、眼袋,中性,无,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,宗教符号,传统与现代混合,平视,自然光,暖色调,中景,
Saudi Arabia,Doctor,2,中东人,男,老年,匀称,传统长袍 + 格子头巾,口罩、听诊器,无,75,收敛,直视观众,3,"快乐:0, 悲伤:10, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、眼袋,中性,无,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,宗教符号,传统与现代混合,平视,自然光,暖色调,近景,
Saudi Arabia,Doctor,3,中东人,男,中年,匀称,白大褂 + 格子头巾,听诊器、工牌,姓名牌,70,收敛,直视观众,3,"快乐:0, 悲伤:10, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,中性,无,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,宗教符号,传统与现代混合,平视,自然光,暖色调,近景,
Saudi Arabia,Doctor,4,中东人,男,老年,匀称,白大褂 + 格子头巾,听诊器、笔、工牌,姓名牌,65,收敛,望向文件,3,"快乐:0, 悲伤:10, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、眼袋,中性,其他：写字,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,宗教符号,传统与现代混合,平视,自然光,暖色调,中景,
Saudi Arabia,Nurse,1,中东人,女,青年,匀称,护士服（棕色）+头巾,听诊器,姓名牌,85,收敛,直视观众,2,"快乐: 0, 悲伤: 20, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,伊斯兰头巾,传统与现代混合,平视,自然光,冷色调,特写,
Saudi Arabia,Nurse,2,中东人,女,青年,匀称,护士服（灰棕拼接）+头巾,听诊器,姓名牌,80,收敛,直视观众,3,"快乐: 0, 悲伤: 10, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,伊斯兰头巾,传统与现代混合,平视,自然光,冷色调,中景,
Saudi Arabia,Nurse,3,中东人,女,青年,匀称,护士服（棕色）+花色头巾,听诊器,姓名牌,75,收敛,望向患者/同事,3,"快乐: 0, 悲伤: 10, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,伊斯兰头巾,传统与现代混合,平视,自然光,冷色调,中景,
Saudi Arabia,Nurse,4,中东人,女,青年,匀称,护士服（浅灰）+蓝色头巾,听诊器,姓名牌,80,收敛,直视观众,3,"快乐: 0, 悲伤: 10, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,伊斯兰头巾,传统与现代混合,平视,自然光,冷色调,特写,
Saudi Arabia,Team,1,白人,混合,中年,匀称,白大褂 + 传统长袍（Thobe）+ 头巾（Ghutra）,名字牌、听诊器,姓名牌,60,开放,直视观众,5,"快乐: 70, 悲伤: 0，愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,放松,医生位置更低,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,传统符号,传统与现代混合,平视,自然光,暖色调,全景,
Saudi Arabia,Team,2,白人,混合,中年,匀称,白大褂 + 传统长袍,名字牌、电脑,姓名牌,65,收敛,望向患者/同事,3,"快乐: 30, 悲伤: 0，愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,中性,医生位置更低,平等协作,近距离无接触,现代化医院,高科技密集,高度整洁,无,传统符号,传统与现代混合,平视,自然光,冷色调,中景,
Saudi Arabia,Team,3,白人,混合,中年,匀称,白大褂 + 传统长袍,听诊器、病历夹,姓名牌,70,收敛,望向患者/同事,3,"快乐: 25, 悲伤: 0，愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,中性,医生位置更低,无中心（集体群像）,有身体接触,现代化医院,高科技密集,高度整洁,无,传统符号,传统与现代混合,平视,自然光,冷色调,中景,
Saudi Arabia,Team,4,白人,混合,中年,匀称,白大褂 + 手术服,名字牌、听诊器,姓名牌,50,开放,直视观众,5,"快乐: 60, 悲伤: 0，愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,放松,医生位置更低,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,传统符号,传统与现代混合,平视,自然光,暖色调,全景,
Saudi Arabia,Emergance,1,混血,女,中年,匀称,传统服饰+口罩,无,无,85,收敛,直视观众,2,"快乐: 20, 悲伤: 0, 愤怒: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",眼袋、皱纹,紧张,无,有明确中心人物,远距离,现代化医院,高科技密集,高度整洁,无,传统符号,传统与现代混合,平视,自然光,冷色调,特写,
Saudi Arabia,Emergance,2,混血,混合,中年,匀称,传统服饰+手术服,病历夹、笔,无,75,开放,望向患者/同事,4,"快乐: 30, 悲伤: 0, 愤怒: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生平视,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,传统符号,传统与现代混合,平视,自然光,暖色调,中景,
Saudi Arabia,Emergance,3,混血,男,中年,匀称,民族传统服饰（头巾+长袍）+口罩,听诊器、病历夹,姓名牌,80,收敛,望向患者/同事,3,"快乐:0, 悲伤:20, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",眼袋、胡须,中性,医生平视,有明确中心人物,有身体接触,现代化医院,高科技密集,高度整洁,阿拉伯文标牌,宗教符号,传统与现代混合,平视,自然光,冷色调,中景,
Saudi Arabia,Emergance,4,混血,男,老年,清瘦,民族传统服饰（头巾+长袍）+白大褂,听诊器、姓名牌,姓名牌,70,收敛,望向远方/不确定,3,"快乐:0, 悲伤:25, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、黑眼圈,中性,医生位置更低,有明确中心人物,远距离,现代化医院,高科技密集,高度整洁,阿拉伯文标牌,宗教符号,传统与现代混合,平视,自然光,冷色调,全景,
South Africa,Doctor,1,黑人,男,中年,匀称,手术服,听诊器、手术器械,无,80,收敛,望向患者,3,"快乐:0, 悲伤:20, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、眼袋,中性,其他：使用听诊器,有明确中心人物,有身体接触,手术室,基础医疗设备,杂乱/艰苦,无,无,传统与现代混合,平视,昏暗光,灰暗色调,中景,
South Africa,Doctor,2,黑人,男,中年,匀称,手术服,听诊器、工牌,姓名牌,75,收敛,直视观众,3,"快乐:0, 悲伤:15, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、眼袋,中性,无,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,杂乱/艰苦,无,无,传统与现代混合,平视,自然光,暖色调,近景,
South Africa,Doctor,3,黑人,男,中年,匀称,便装+白大褂 + 头巾,听诊器、护目镜,无,85,收敛,直视观众,3,"快乐:0, 悲伤:25, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、黑眼圈,紧张,无,有明确中心人物,近距离无接触,手术室,设备简陋或缺失,杂乱/艰苦,无,无,突出传统方式,平视,昏暗光,灰暗色调,中景,
South Africa,Doctor,4,黑人,男,老年,清瘦,白大褂,听诊器、工牌,姓名牌,90,收敛,望向远方/不确定,2,"快乐:0, 悲伤:30, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、黑眼圈、皮肤粗糙,紧张,无,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,杂乱/艰苦,无,无,突出传统方式,平视,昏暗光,灰暗色调,特写,
South Africa,Nurse,1,黑人,女,老年,清瘦,护士服（蓝色）+花色头巾,听诊器,姓名牌,85,收敛,望向远方/不确定,2,"快乐: 0, 悲伤: 30, 恐惧: 0, 惊讶: 0, 厌恶: 0",皱纹,放松,医生位置更低,有明确中心人物,远距离,现代化医院,基础医疗设备,普通整洁,无,非洲传统,传统与现代混合,平视,自然光,冷色调,中景,
South Africa,Nurse,2,黑人,女,老年,清瘦,护士服（蓝色）+手术帽,听诊器,姓名牌,80,收敛,望向远方/不确定,3,"快乐: 0, 悲伤: 20, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生位置更低,有明确中心人物,远距离,现代化医院,基础医疗设备,普通整洁,无,无,纯粹西方现代,平视,自然光,冷色调,中景,
South Africa,Nurse,3,黑人,女,青年,匀称,护士服（灰色）+花色头巾,听诊器,姓名牌,75,收敛,直视观众,3,"快乐: 0, 悲伤: 10, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,非洲传统,传统与现代混合,平视,自然光,灰暗色调,近景,
South Africa,Nurse,4,黑人,女,老年,清瘦,护士服（浅蓝）+护士帽,听诊器,姓名牌,90,收敛,直视观众,2,"快乐: 0, 悲伤: 40, 恐惧: 0, 惊讶: 0, 厌恶: 0",皱纹,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,无,纯粹西方现代,平视,自然光,冷色调,特写,
South Africa,Team,1,黑人（非洲裔）,混合,中年,匀称,手术服 + 蓝色背心,名字牌、笔、文件,姓名牌,60,收敛,望向患者/同事,3,"快乐: 30, 悲伤: 0，愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,中性,医生位置更低,平等协作,近距离无接触,现代化医院,高科技密集,普通整洁,无,无,纯粹西方现代,平视,自然光,暖色调,中景,
South Africa,Team,2,黑人（非洲裔）,混合,中年,匀称,手术服（蓝/紫）,名字牌、听诊器,姓名牌,40,开放,直视观众,5,"快乐: 80, 悲伤: 0，愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,放松,医生位置更低,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,暖色调,近景,
South Africa,Team,3,黑人（非洲裔）,混合,中年,匀称,护士服（粉色）,名字牌、听诊器,姓名牌,65,开放,直视观众,5,"快乐: 70, 悲伤: 0，愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,放松,医生位置更低,有明确中心人物,近距离无接触,社区诊所,基础医疗设备,普通整洁,无,无,传统与现代混合,平视,自然光,暖色调,全景,
South Africa,Team,4,黑人（非洲裔）,混合,中年,匀称,手术服（灰/蓝）,口罩、名字牌,姓名牌,70,收敛,望向患者/同事,3,"快乐: 40, 悲伤: 0，愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,中性,医生位置更低,无中心（集体群像）,有身体接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,中景,
South Africa,Emergance,1,黑人,男,老年,清瘦,标准白大褂+听诊器,听诊器、姓名牌,姓名牌,90,收敛,望向远方/不确定,3,"快乐:0, 悲伤:25, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、眼袋,紧张,医生平视,有明确中心人物,远距离,现代化医院,基础医疗设备,杂乱/艰苦,无,无,传统与现代混合,仰拍,昏暗光,灰暗色调,特写,
South Africa,Emergance,2,黑人,男,中年,匀称,防护服+面屏+口罩,手术器械、手套,无,85,收敛,望向患者/同事,3,"快乐:0, 悲伤:20, 愤怒:0, 恐惧:15, 惊讶:0, 厌恶:0",眼周紧绷,紧张,医生位置更低,有明确中心人物,有身体接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,中景,
South Africa,Emergance,3,白人,男,中年,匀称,便装+橙色外套,听诊器、口罩,无,70,收敛,望向患者/同事,3,"快乐:0, 悲伤:25, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",眼袋、胡须,中性,医生俯视,有明确中心人物,有身体接触,现代化医院,基础医疗设备,杂乱/艰苦,无,无,传统与现代混合,平视,自然光,灰暗色调,中景,
South Africa,Emergance,4,黑人,男,老年,清瘦,便装+白大褂,听诊器、姓名牌,姓名牌,75,收敛,直视观众,3,"快乐:0, 悲伤:30, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、黑眼圈,中性,医生平视,有明确中心人物,近距离无接触,灾难现场,设备简陋或缺失,杂乱/艰苦,无,无,传统与现代混合,平视,自然光,灰暗色调,近景,
Sweden,Doctor,1,白人,女,中年,匀称,护理服,听诊器、姓名牌,姓名牌,70,收敛,直视观众,3,"快乐:0, 悲伤:10, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,中性,其他：双臂交叉,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,近景,
Sweden,Doctor,2,白人,男,中年,匀称,白大褂 + 花纹衬衫,听诊器、笔、工牌,姓名牌,65,收敛,直视观众,5,"快乐:60, 悲伤:0, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,放松,无,有明确中心人物,近距离无接触,实验室,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,近景,
Sweden,Doctor,3,白人,男,老年,匀称,白大褂 + 蓝色衬衫,听诊器、病历夹、CT扫描仪,姓名牌,80,收敛,望向患者,3,"快乐:0, 悲伤:15, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、眼袋,中性,其他：使用设备,有明确中心人物,有身体接触,现代医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,中景,
Sweden,Doctor,4,白人,男,中年,匀称,手术服,听诊器、手术器械,姓名牌,75,收敛,直视观众,3,"快乐:0, 悲伤:10, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,中性,其他：双臂交叉,有明确中心人物,近距离无接触,实验室,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,近景,
Sweden,Nurse,1,白人,女,青年,匀称,护士服（白色连衣裙）+护士帽,听诊器,姓名牌,85,收敛,直视观众,3,"快乐: 0, 悲伤: 10, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,无,纯粹西方现代,平视,自然光,冷色调,全景,
Sweden,Nurse,2,白人,女,青年,匀称,护士服（米色）,听诊器,姓名牌,75,收敛,直视观众,4,"快乐: 30, 悲伤: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,暖色调,近景,
Sweden,Nurse,3,白人,女,青年,匀称,护士服（白色）+护士帽,无,无,80,收敛,直视观众,3,"快乐: 0, 悲伤: 10, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,无,纯粹西方现代,平视,自然光,灰暗色调,近景,
Sweden,Nurse,4,白人,女,老年,匀称,护士服（红色）,听诊器,姓名牌,70,收敛,直视观众,3,"快乐: 0, 悲伤: 10, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,暖色调,近景,
Sweden,Team,1,白人,女,中年,匀称,手术服,听诊器,姓名牌,90,收敛,直视观众,2,"快乐: 20, 悲伤: 0, 愤怒: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",皱纹、眼袋,紧张,无,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,特写,
Sweden,Team,2,白人,女,青年,匀称,手术服,听诊器,无,60,开放,直视观众,5,"快乐: 80, 悲伤: 0, 愤怒: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,无,平等协作,远距离,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,近景,
Sweden,Team,3,白人,男,青年,匀称,手术服,听诊器,无,70,开放,直视观众,5,"快乐: 75, 悲伤: 0, 愤怒: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,无,平等协作,远距离,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,近景,
Sweden,Team,4,白人,混合,中年,匀称,便装+白大褂,无,姓名牌、主任胸牌,60,开放,直视观众,4,"快乐: 60, 悲伤: 0, 愤怒: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生平视,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,无,纯粹西方现代,平视,自然光,暖色调,中景,
Sweden,Emergance,1,白人,男,中年,匀称,手术服+口罩+眼镜,听诊器、姓名牌,姓名牌,75,收敛,望向患者/同事,3,"快乐:0, 悲伤:20, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",眼袋、胡须,中性,医生平视,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,近景,
Sweden,Emergance,2,白人,男,中年,匀称,便装+挂绳式证件,姓名牌、笔袋,姓名牌,60,开放,直视观众,5,"快乐:70, 悲伤:0, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",胡须,放松,医生平视,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,暖色调,近景,
Sweden,Emergance,3,白人,男,老年,清瘦,标准白大褂+眼镜,听诊器、姓名牌,姓名牌,65,收敛,直视观众,3,"快乐:0, 悲伤:25, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、黑眼圈,中性,医生平视,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,暖色调,近景,
Sweden,Emergance,4,白人,男,中年,匀称,手术服（橙色）,听诊器、姓名牌,姓名牌,70,收敛,望向远方/不确定,3,"快乐:0, 悲伤:20, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",眼袋、胡须,中性,医生位置更低,有明确中心人物,远距离,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,俯拍,自然光,冷色调,全景,
Türkiye,Doctor,1,中东人,男,中年,匀称,手术服 + 头套,听诊器、工牌,姓名牌,75,收敛,直视观众,3,"快乐:0, 悲伤:10, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,中性,其他：双臂交叉,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,宗教符号,传统与现代混合,平视,自然光,冷色调,近景,
Türkiye,Doctor,2,中东人,女,中年,匀称,白大褂 + 头巾,听诊器、电脑、键盘,姓名牌,70,收敛,直视观众,3,"快乐:0, 悲伤:10, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,中性,其他：使用键盘,有明确中心人物,近距离无接触,现代化医院,高科技密集,普通整洁,无,宗教符号,传统与现代混合,平视,自然光,暖色调,中景,
Türkiye,Doctor,3,中东人,男,老年,匀称,手术服,听诊器、笔、工牌,姓名牌,80,收敛,直视观众,3,"快乐:0, 悲伤:15, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、眼袋,中性,其他：双臂交叉,有明确中心人物,近距离无接触,现代化医院,高科技密集,普通整洁,无,无,传统与现代混合,平视,自然光,暖色调,近景,
Türkiye,Doctor,4,中东人,男,中年,匀称,手术服,听诊器、笔、工牌,姓名牌,65,收敛,直视观众,5,"快乐:50, 悲伤:0, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,放松,其他：双臂交叉,有明确中心人物,近距离无接触,手术室,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,近景,
Türkiye,Nurse,1,中东人,女,中年,匀称,防护服+手术帽+口罩,注射器、手套,姓名牌,85,收敛,望向患者/同事,3,"快乐: 0, 悲伤: 10, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,紧张,医生俯视,有明确中心人物,有身体接触,现代化医院,高科技密集,高度整洁,无,伊斯兰头巾,传统与现代混合,平视,自然光,冷色调,中景,
Türkiye,Nurse,2,中东人,女,青年,匀称,防护服+头巾+口罩,听诊器,姓名牌,80,收敛,直视观众,3,"快乐: 0, 悲伤: 10, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,伊斯兰头巾,传统与现代混合,平视,自然光,冷色调,近景,
Türkiye,Nurse,3,中东人,女,中年,匀称,护士服+头巾+口罩,听诊器,姓名牌,75,收敛,望向患者/同事,3,"快乐: 0, 悲伤: 10, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生位置更低,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,伊斯兰头巾,传统与现代混合,平视,自然光,冷色调,中景,
